animal,resSaveIndex,band,binNumber,binStartUs,binEndUs,binMidMinutesFromRun1Start,validSecondsInBin,burstCount,burstRatePerMinute
ANM228900,9,beta_13_30Hz,45,14806400000,14866400000,44.5,29.7802137635596,1,2.01476055465454
ANM228900,9,beta_13_30Hz,46,14866400000,14926400000,45.5,56.999669766813,4,4.21055070988736
ANM228900,9,beta_13_30Hz,47,14926400000,14986400000,46.5,35.263641604215,3,5.10440759409502
ANM228900,9,beta_13_30Hz,48,14986400000,15046400000,47.5,51.6662784061756,6,6.96779429650133
ANM228900,9,beta_13_30Hz,49,15046400000,15106400000,48.5,54.1195776064688,7,7.76059272032822
ANM228900,9,beta_13_30Hz,50,15106400000,15166400000,49.5,32.2274304038521,4,7.44707216779261
ANM228900,9,beta_13_30Hz,51,15166400000,15226400000,50.5,44.307394565296,4,5.41670306626383
ANM228900,9,beta_13_30Hz,52,15226400000,15286400000,51.5,50.0250009659794,3,3.59820083006921
ANM228900,9,beta_13_30Hz,53,15286400000,15346400000,52.5,37.7767526445154,6,9.52967036070176
ANM228900,9,beta_13_30Hz,54,15346400000,15406400000,53.5,46.8306432055976,3,3.84363715035383
ANM228900,9,beta_13_30Hz,55,15406400000,15466400000,54.5,45.4093516854277,4,5.28525493300576
ANM228900,9,beta_13_30Hz,56,15466400000,15512900000,55.3875,28.8708710434509,0,0
ANM228900,9,beta2_23_30Hz,1,12166400000,12226400000,0.5,19.2918528023059,4,12.4404847196073
ANM228900,9,beta2_23_30Hz,2,12226400000,12286400000,1.5,25.926912003099,3,6.94259308545827
ANM228900,9,beta2_23_30Hz,3,12286400000,12346400000,2.5,32.9167872039345,7,12.7594469471735
ANM228900,9,beta2_23_30Hz,4,12346400000,12406400000,3.5,23.7412454428377,9,22.745226289841
ANM228900,9,beta2_23_30Hz,5,12406400000,12466400000,4.5,16.98352128203,3,10.5985088139793
ANM228900,9,beta2_23_30Hz,6,12466400000,12526400000,5.5,27.6056985632996,10,21.7346428899165
ANM228900,9,beta2_23_30Hz,7,12526400000,12586400000,6.5,41.1698073649209,11,16.0311656100281
ANM228900,9,beta2_23_30Hz,8,12586400000,12646400000,7.5,25.901568003096,14,32.4304690704284
ANM228900,9,beta2_23_30Hz,9,12646400000,12706400000,8.5,39.0611865646689,10,15.3605164811533
ANM228900,9,beta2_23_30Hz,10,12706400000,12766400000,9.5,37.2009369644465,10,16.1286260228722
ANM228900,9,beta2_23_30Hz,11,12766400000,12826400000,10.5,41.8723430450049,21,30.0914615321559
ANM228900,9,beta2_23_30Hz,12,12826400000,12886400000,11.5,48.3624345657807,5,6.20316166242524
ANM228900,9,beta2_23_30Hz,13,12886400000,12946400000,12.5,28.7705088034389,8,16.6837508255199
ANM228900,9,beta2_23_30Hz,14,12946400000,13006400000,13.5,32.1230131238396,9,16.810378214466
ANM228900,9,beta2_23_30Hz,15,13006400000,13066400000,14.5,31.5309772837688,11,20.9317965015866
ANM228900,9,beta2_23_30Hz,16,13066400000,13126400000,15.5,27.1180800032414,7,15.4878221448494
ANM228900,9,beta2_23_30Hz,17,13126400000,13186400000,16.5,42.6022502450922,15,21.1256446507466
ANM228900,9,beta2_23_30Hz,18,13186400000,13246400000,17.5,44.6277427253343,8,10.7556414617295
ANM228900,9,beta2_23_30Hz,19,13246400000,13306400000,18.5,47.8778572857227,12,15.0382669738795
ANM228900,9,beta2_23_30Hz,20,13306400000,13366400000,19.5,45.3181132854168,13,17.2116609331793
ANM228900,9,beta2_23_30Hz,21,13366400000,13426400000,20.5,52.3961856062628,15,17.1768228848404
ANM228900,9,beta2_23_30Hz,22,13426400000,13486400000,21.5,44.4128256053086,14,18.9134554838951
ANM228900,9,beta2_23_30Hz,23,13486400000,13546400000,22.5,46.3105843255354,9,11.6604013502427
ANM228900,9,beta2_23_30Hz,24,13546400000,13606400000,23.5,49.6215244859312,11,13.3006796312178
ANM228900,9,beta2_23_30Hz,25,13606400000,13666400000,24.5,40.8707481648852,10,14.680426146823
ANM228900,9,beta2_23_30Hz,26,13666400000,13726400000,25.5,27.4901299232858,10,21.8260154344255
ANM228900,9,beta2_23_30Hz,27,13726400000,13786400000,26.5,28.1835417633687,16,34.0624328929358
ANM228900,9,beta2_23_30Hz,28,13786400000,13846400000,27.5,33.8352537640443,7,12.4130885179387
ANM228900,9,beta2_23_30Hz,29,13846400000,13906400000,28.5,29.0209075234688,10,20.6747497305103
ANM228900,9,beta2_23_30Hz,30,13906400000,13966400000,29.5,22.747760642719,7,18.4633558703473
ANM228900,9,beta2_23_30Hz,31,13966400000,14026400000,30.5,36.6758092843838,9,14.723601483824
ANM228900,9,beta2_23_30Hz,32,14026400000,14086400000,31.5,56.3407257667343,26,27.6886742009469
ANM228900,9,beta2_23_30Hz,33,14086400000,14146400000,32.5,46.9340467256099,17,21.7326242069689
ANM228900,9,beta2_23_30Hz,34,14146400000,14206400000,33.5,37.9460505645356,13,20.5554988831694
ANM228900,9,beta2_23_30Hz,35,14206400000,14266400000,34.5,50.9495500860899,21,24.7303459573434
ANM228900,9,beta2_23_30Hz,36,14266400000,14326400000,35.5,50.5795276860457,15,17.7937604634513
ANM228900,9,beta2_23_30Hz,37,14326400000,14386400000,36.5,49.5485337659224,21,25.4296122253083
ANM228900,9,beta2_23_30Hz,38,14386400000,14446400000,37.5,53.6208076864092,16,17.9034975678541
ANM228900,9,beta2_23_30Hz,39,14446400000,14506400000,38.5,49.9449139259698,11,13.2145587632462
ANM228900,9,beta2_23_30Hz,40,14506400000,14566400000,39.5,48.5215948857997,18,22.2581306847371
ANM228900,9,beta2_23_30Hz,41,14566400000,14626400000,40.5,47.1084134456308,19,24.199498913622
ANM228900,9,beta2_23_30Hz,42,14626400000,14686400000,41.5,42.701598725104,11,15.4560957834113
ANM228900,9,beta2_23_30Hz,43,14686400000,14746400000,42.5,47.6801740856991,16,20.134154675579
ANM228900,9,beta2_23_30Hz,44,14746400000,14806400000,43.5,51.1462195261134,18,21.1159301705298
ANM228900,9,beta2_23_30Hz,45,14806400000,14866400000,44.5,29.7802137635596,11,22.1623661011999
ANM228900,9,beta2_23_30Hz,46,14866400000,14926400000,45.5,56.999669766813,16,16.8422028395495
ANM228900,9,beta2_23_30Hz,47,14926400000,14986400000,46.5,35.263641604215,9,15.3132227822851
ANM228900,9,beta2_23_30Hz,48,14986400000,15046400000,47.5,51.6662784061756,17,19.7420838400871
ANM228900,9,beta2_23_30Hz,49,15046400000,15106400000,48.5,54.1195776064688,26,28.8250586755048
ANM228900,9,beta2_23_30Hz,50,15106400000,15166400000,49.5,32.2274304038521,10,18.6176804194815
ANM228900,9,beta2_23_30Hz,51,15166400000,15226400000,50.5,44.307394565296,14,18.9584607319234
ANM228900,9,beta2_23_30Hz,52,15226400000,15286400000,51.5,50.0250009659794,13,15.5922035969666
ANM228900,9,beta2_23_30Hz,53,15286400000,15346400000,52.5,37.7767526445154,8,12.7062271476023
ANM228900,9,beta2_23_30Hz,54,15346400000,15406400000,53.5,46.8306432055976,24,30.7490972028306
ANM228900,9,beta2_23_30Hz,55,15406400000,15466400000,54.5,45.4093516854277,16,21.141019732023
ANM228900,9,beta2_23_30Hz,56,15466400000,15512900000,55.3875,28.8708710434509,8,16.6257540092087
